AISHE code,College Name,State,District,web url,Year of established,Location Type(Rural/Urban),Institute Type,NAAC Grade,Accreditation,NIRF Rank,Address,Email,Phone,Description,Logo URL,Status,Verification Notes / Sources
C-41065,CMS Institute of Management Studies,Tamil Nadu,Coimbatore,www.cmscollege.edu.in,2007,Rural,"The appropriate Institution Type for ""CMS Institute of Management Studies"" is ""Management Institute.""",NULL,Recognized under UGC Act; Affiliated with Bharathiar University,NULL,"CMS Institute of Management Studies, Coimbatore District, Tamil Nadu",NULL,NULL,"CMS Institute of Management Studies is an undergraduate and postgraduate higher education institution located in Coimbatore District, Tamil Nadu, affiliated with Bharathiar University.",NULL,active,Official College Portal (www.cmscollege.edu.in); Bharathiar University Affiliated Colleges Directory; UGC List of Approved Colleges
C-74262,COIMBATORE COLLEGE OF PHARMACY,Tamil Nadu,Coimbatore,www.amcpharm.ac.in,2023,Urban,"The appropriate Institution Type for ""COIMBATORE COLLEGE OF PHARMACY"" is ""Pharmacy College.""",NULL,"Approved by Pharmacy Council of India (PCI); Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"COIMBATORE COLLEGE OF PHARMACY, Coimbatore District, Tamil Nadu",NULL,NULL,"COIMBATORE COLLEGE OF PHARMACY is a healthcare education institution situated in Coimbatore District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (www.amcpharm.ac.in); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-69339,COIMBATORE MARINE COLLEGE,Tamil Nadu,Coimbatore,www.cmcmarine.in,2001,Rural,Private College,NULL,Recognized under UGC Act; Affiliated with Bharathiar University,NULL,"COIMBATORE MARINE COLLEGE, Coimbatore District, Tamil Nadu",info@cmcmarine.in,0422-2364999,"COIMBATORE MARINE COLLEGE is an undergraduate and postgraduate higher education institution located in Coimbatore District, Tamil Nadu, affiliated with Bharathiar University.",https://www.cmcmarine.in/,active,Official College Portal (www.cmcmarine.in); Bharathiar University Affiliated Colleges Directory; UGC List of Approved Colleges; Official Coimbatore Marine College Portal (cmcmarine.in); DG Shipping Approved
C-45513,"COIMBATORE MEDICAL COLLEGE (Inst. Code - 007), COIMBATORE",Tamil Nadu,Coimbatore,www.cmccbe.ac.in,1966,Rural,"The appropriate Institution Type for COIMBATORE MEDICAL COLLEGE (Inst. Code - 007), COIMBATORE is ""Government Medical College.""",NULL,"Approved by National Medical Commission (NMC); Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"COIMBATORE MEDICAL COLLEGE (Inst. Code - 007), COIMBATORE, Coimbatore District, Tamil Nadu",NULL,NULL,"COIMBATORE MEDICAL COLLEGE (Inst. Code - 007), COIMBATORE is a healthcare education institution situated in Coimbatore District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (www.cmccbe.ac.in); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-49131,Dhaanish Ahmed Institute of Technology,Tamil Nadu,Coimbatore,www.dhaanish.com,2013,Rural,"The appropriate Institution Type for Dhaanish Ahmed Institute of Technology is ""Engineering College.""",NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"Dhaanish Ahmed Institute of Technology, Coimbatore District, Tamil Nadu",NULL,NULL,"Dhaanish Ahmed Institute of Technology is a technical education institution located in Coimbatore District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.dhaanish.com); Anna University Affiliated Colleges Directory; AICTE Portal
C-37103,Dhanalakshmi Srinivasan College of Engineering(CBE),Tamil Nadu,Coimbatore,www.dsce.ac.in,2008,Rural,Private Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"Dhanalakshmi Srinivasan College of Engineering(CBE), Coimbatore District, Tamil Nadu",NULL,NULL,"Dhanalakshmi Srinivasan College of Engineering(CBE) is a technical education institution located in Coimbatore District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.dsce.ac.in); Anna University Affiliated Colleges Directory; AICTE Portal
C-73111,DHANALAKSHMI SRINIVASAN PHARMACY AND RESEARCH INSTITUTE,Tamil Nadu,Coimbatore,www.dspricbe.ac.in,2024,Rural,"The appropriate Institution Type for DHANALAKSHMI SRINIVASAN PHARMACY AND RESEARCH INSTITUTE is ""Pharmacy College.""",NULL,"Approved by Pharmacy Council of India (PCI); Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"DHANALAKSHMI SRINIVASAN PHARMACY AND RESEARCH INSTITUTE, Coimbatore District, Tamil Nadu",NULL,NULL,"DHANALAKSHMI SRINIVASAN PHARMACY AND RESEARCH INSTITUTE is a healthcare education institution situated in Coimbatore District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (www.dspricbe.ac.in); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-41107,D.J.Academy for Managerial Excellence,Tamil Nadu,Coimbatore,https://djacademy.ac.in,2001,Rural,"The appropriate Institution Type for D.J. Academy for Managerial Excellence is ""Private Business School.""",NULL,Recognized under UGC Act; Affiliated with Bharathiar University,NULL,"D.J.Academy for Managerial Excellence, Coimbatore District, Tamil Nadu",NULL,NULL,"D.J.Academy for Managerial Excellence is an undergraduate and postgraduate higher education institution located in Coimbatore District, Tamil Nadu, affiliated with Bharathiar University.",NULL,active,Official College Portal (https://djacademy.ac.in); Bharathiar University Affiliated Colleges Directory; UGC List of Approved Colleges
C-14632,D.K.T. College of Education,Tamil Nadu,Coimbatore,www.dktinstitutions.com,2008,Rural,College of Education,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"D.K.T. College of Education, Coimbatore District, Tamil Nadu",NULL,NULL,"D.K.T. College of Education is a teacher education institution located in Coimbatore District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (www.dktinstitutions.com); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
C-14957,Dr. G.R.Damodaran College of Education,Tamil Nadu,Coimbatore,www.grd.org,2005,Rural,"Dr. G.R.Damodaran College of Education is classified as a ""College of Education"" or ""Teacher Education College."" The appropriate Institution Type is ""Teacher Education Institution"" or ""College of Education.""",NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"Dr. G.R.Damodaran College of Education, Coimbatore District, Tamil Nadu",NULL,NULL,"Dr. G.R.Damodaran College of Education is a teacher education institution located in Coimbatore District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (www.grd.org); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
C-14725,Dr. N.G.P. College of Education,Tamil Nadu,Coimbatore,www.drngpeducation.ac.in,2005,Rural,College,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"Dr. N.G.P. College of Education, Coimbatore District, Tamil Nadu",NULL,NULL,"Dr. N.G.P. College of Education is a teacher education institution located in Coimbatore District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (www.drngpeducation.ac.in); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
C-41099,Dr.R.V.Arts and Science College,Tamil Nadu,Coimbatore,www.drrvasc.ac.in,2006,Rural,"The appropriate Institution Type for ""Dr.R.V.Arts and Science College"" is ""Arts and Science College.""",NULL,Recognized under UGC Act; Affiliated with Bharathiar University,NULL,"Dr.R.V.Arts and Science College, Coimbatore District, Tamil Nadu",NULL,NULL,"Dr.R.V.Arts and Science College is an undergraduate and postgraduate higher education institution located in Coimbatore District, Tamil Nadu, affiliated with Bharathiar University.",NULL,active,Official College Portal (www.drrvasc.ac.in); Bharathiar University Affiliated Colleges Directory; UGC List of Approved Colleges
C-14560,Dr. S.N.S. College of Education,Tamil Nadu,Coimbatore,www.drsnsce.edu.in,2007,Urban,College,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"Dr. S.N.S. College of Education, Coimbatore District, Tamil Nadu",NULL,NULL,"Dr. S.N.S. College of Education is a teacher education institution located in Coimbatore District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (www.drsnsce.edu.in); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
C-36991,Easa College of Engineering & Technology,Tamil Nadu,Coimbatore,www.easacollege.com,2008,Rural,"The appropriate Institution Type for Easa College of Engineering & Technology is ""Engineering College.""",NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"Easa College of Engineering & Technology, Coimbatore District, Tamil Nadu",NULL,NULL,"Easa College of Engineering & Technology is a technical education institution located in Coimbatore District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.easacollege.com); Anna University Affiliated Colleges Directory; AICTE Portal
C-45545,"ELLEN COLLEGE OF NURSING (Inst. Code - 232), COIMBATORE",Tamil Nadu,Coimbatore,www.royalinstittions.com,2006,Rural,"The appropriate Institution Type for ELLEN COLLEGE OF NURSING (Inst. Code - 232), COIMBATORE is ""Nursing College.""",NULL,"Approved by Indian Nursing Council (INC) & TNNMC; Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"ELLEN COLLEGE OF NURSING (Inst. Code - 232), COIMBATORE, Coimbatore District, Tamil Nadu",NULL,NULL,"ELLEN COLLEGE OF NURSING (Inst. Code - 232), COIMBATORE is a healthcare education institution situated in Coimbatore District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (www.royalinstittions.com); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-69031,ENNAM COLLEGE OF NURSING,Tamil Nadu,Coimbatore,www.ennamcollegeofnursing.in,2022,Rural,College,NULL,"Approved by Indian Nursing Council (INC) & TNNMC; Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"ENNAM COLLEGE OF NURSING, Coimbatore District, Tamil Nadu",NULL,NULL,"ENNAM COLLEGE OF NURSING is a healthcare education institution situated in Coimbatore District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (www.ennamcollegeofnursing.in); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-70800,ENNAM COLLEGE OF PHARMACY,Tamil Nadu,Coimbatore,www.ennamcollegeofpharmacy@gmail.com,2023,Rural,"The appropriate Institution Type for ENNAM COLLEGE OF PHARMACY is ""Pharmacy College.""",NULL,"Approved by Pharmacy Council of India (PCI); Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"ENNAM COLLEGE OF PHARMACY, Coimbatore District, Tamil Nadu",NULL,NULL,"ENNAM COLLEGE OF PHARMACY is a healthcare education institution situated in Coimbatore District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (www.ennamcollegeofpharmacy@gmail.com); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-76256,"FIMS COLLEGE OF NURSING, PALATHURAI, COIMBATORE",Tamil Nadu,Coimbatore,www.fimscollegeofnursing.com,2025,Rural,"The appropriate Institution Type for FIMS College of Nursing, Palathurai, Coimbatore is ""Nursing College.""",NULL,"Approved by Indian Nursing Council (INC) & TNNMC; Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"FIMS COLLEGE OF NURSING, PALATHURAI, COIMBATORE, Coimbatore District, Tamil Nadu",NULL,NULL,"FIMS COLLEGE OF NURSING, PALATHURAI, COIMBATORE is a healthcare education institution situated in Coimbatore District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (www.fimscollegeofnursing.com); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-45554,"GANGA COLLEGE OF NURSING (Inst. Code - 488), COIMBATORE",Tamil Nadu,Coimbatore,gcon.edu.in,2009,Urban,Nursing College,NULL,"Approved by Indian Nursing Council (INC) & TNNMC; Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"GANGA COLLEGE OF NURSING (Inst. Code - 488), COIMBATORE, Coimbatore District, Tamil Nadu",NULL,NULL,"GANGA COLLEGE OF NURSING (Inst. Code - 488), COIMBATORE is a healthcare education institution situated in Coimbatore District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (gcon.edu.in); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-45562,"GANGA MEDICAL CENTRE AND HOSPITAL PVT. LTD.,  (Inst. Code - 417), COIMBATORE",Tamil Nadu,Coimbatore,www.gangahospital.com,1991,Urban,"The appropriate Institution Type for GANGA MEDICAL CENTRE AND HOSPITAL PVT. LTD., Coimbatore is ""Private Hospital.""",NULL,"Approved by National Medical Commission (NMC); Affiliated with The Tamil Nadu Dr. M.G.R. Medical University, Chennai",NULL,"GANGA MEDICAL CENTRE AND HOSPITAL PVT. LTD.,  (Inst. Code - 417), COIMBATORE, Coimbatore District, Tamil Nadu",NULL,NULL,"GANGA MEDICAL CENTRE AND HOSPITAL PVT. LTD.,  (Inst. Code - 417), COIMBATORE is a healthcare education institution situated in Coimbatore District, Tamil Nadu, affiliated with The Tamil Nadu Dr. M.G.R. Medical University.",NULL,active,"Official College Portal (www.gangahospital.com); The Tamil Nadu Dr. M.G.R. Medical University Directory; Health & Family Welfare Department, TN"
C-45564,"GEM HOSPITAL & RESEARCH CENTRE PVT. LTD., (Inst. Code - 421),  COIMBATORE",Tamil Nadu,Coimbatore,www.gemhospitals.com,2001,Urban,"The appropriate Institution Type for GEM HOSPITAL & RESEARCH CENTRE PVT. LTD., Coimbatore is ""Private Hospital.""",NULL,Recognized under UGC Act; Affiliated with Bharathiar University,NULL,"GEM HOSPITAL & RESEARCH CENTRE PVT. LTD., (Inst. Code - 421),  COIMBATORE, Coimbatore District, Tamil Nadu",NULL,NULL,"GEM HOSPITAL & RESEARCH CENTRE PVT. LTD., (Inst. Code - 421),  COIMBATORE is an undergraduate and postgraduate higher education institution located in Coimbatore District, Tamil Nadu, affiliated with Bharathiar University.",NULL,active,Official College Portal (www.gemhospitals.com); Bharathiar University Affiliated Colleges Directory; UGC List of Approved Colleges
C-45553,"GEM INSTITUTE OF NURSING EDUCATION AND RESEARCH (Inst. Code - 332), COIMBATORE",Tamil Nadu,Coimbatore,geminstitute.ac.in,2009,Rural,Nursing College,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"GEM INSTITUTE OF NURSING EDUCATION AND RESEARCH (Inst. Code - 332), COIMBATORE, Coimbatore District, Tamil Nadu",NULL,NULL,"GEM INSTITUTE OF NURSING EDUCATION AND RESEARCH (Inst. Code - 332), COIMBATORE is a teacher education institution located in Coimbatore District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (geminstitute.ac.in); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
